,Direction
2024-02-25 20:28:24,Straight
2024-02-25 20:28:25,Straight
2024-02-25 20:28:26,Straight
2024-02-25 20:28:27,Straight
2024-02-25 20:28:28,Straight
2024-02-25 20:28:29,Straight
2024-02-25 20:28:30,Straight
2024-02-25 20:28:31,Straight
2024-02-25 20:28:32,Straight
2024-02-25 20:28:33,Straight
2024-02-25 20:28:34,Straight
2024-02-25 20:28:35,Straight
2024-02-25 20:28:36,Straight
2024-02-25 20:28:37,Left
2024-02-25 20:28:38,Straight
2024-02-25 20:28:39,Straight
2024-02-25 20:28:40,Straight
2024-02-25 20:28:41,Straight
2024-02-25 20:28:42,Straight
2024-02-25 20:28:43,Straight
2024-02-25 20:28:44,Left
2024-02-25 20:28:45,Straight
2024-02-25 20:28:46,Straight
2024-02-25 20:28:47,Straight
2024-02-25 20:28:48,Straight
2024-02-25 20:28:49,Straight
2024-02-25 20:28:50,Straight
2024-02-25 20:28:51,Left
2024-02-25 20:28:52,Left
2024-02-25 20:28:53,Straight
2024-02-25 20:28:54,Straight
2024-02-25 20:28:55,Straight
2024-02-25 20:28:56,Right
2024-02-25 20:28:57,Straight
2024-02-25 20:28:58,Left
2024-02-25 20:28:59,Straight
2024-02-25 20:29:00,Straight
2024-02-25 20:29:01,Straight
2024-02-25 20:29:02,Straight
2024-02-25 20:29:03,Straight
2024-02-25 20:29:04,Straight
2024-02-25 20:29:05,Straight
2024-02-25 20:29:06,Left
2024-02-25 20:29:07,Straight
2024-02-25 20:29:08,Straight
2024-02-25 20:29:09,Straight
2024-02-25 20:29:10,Left
2024-02-25 20:29:11,Straight
2024-02-25 20:29:12,Straight
2024-02-25 20:29:13,Straight
2024-02-25 20:29:14,Straight
2024-02-25 20:29:15,Straight
2024-02-25 20:29:16,Straight
2024-02-25 20:29:17,Left
2024-02-25 20:29:18,Straight
2024-02-25 20:29:19,Straight
2024-02-25 20:29:20,Straight
2024-02-25 20:29:21,Straight
2024-02-25 20:29:22,Straight
2024-02-25 20:29:23,Straight
2024-02-25 20:29:24,Straight
2024-02-25 20:29:25,Straight
2024-02-25 20:29:26,Left
2024-02-25 20:29:27,Left
2024-02-25 20:29:28,Straight
2024-02-25 20:29:29,Left
2024-02-25 20:29:30,Straight
2024-02-25 20:29:31,Straight
2024-02-25 20:29:32,Straight
2024-02-25 20:29:33,Straight
2024-02-25 20:29:34,Left
2024-02-25 20:29:35,Left
2024-02-25 20:29:36,Straight
2024-02-25 20:29:37,Left
2024-02-25 20:29:38,Straight
2024-02-25 20:29:39,Straight
2024-02-25 20:29:40,Left
2024-02-25 20:29:41,Left
2024-02-25 20:29:42,Straight
2024-02-25 20:29:43,Straight
2024-02-25 20:29:44,Straight
2024-02-25 20:29:45,Straight
2024-02-25 20:29:46,Straight
2024-02-25 20:29:47,Straight
2024-02-25 20:29:48,Straight
2024-02-25 20:29:49,Left
2024-02-25 20:29:50,Straight
2024-02-25 20:29:51,Straight
2024-02-25 20:29:52,Straight
2024-02-25 20:29:53,Straight
2024-02-25 20:29:54,Left
2024-02-25 20:29:55,Straight
2024-02-25 20:29:56,Right
2024-02-25 20:29:57,Right
2024-02-25 20:29:58,Straight
2024-02-25 20:29:59,Straight
2024-02-25 20:30:00,Straight
2024-02-25 20:30:01,Left
2024-02-25 20:30:02,Left
2024-02-25 20:30:03,Straight
2024-02-25 20:30:04,Left
2024-02-25 20:30:05,Straight
2024-02-25 20:30:06,Straight
2024-02-25 20:30:07,Straight
2024-02-25 20:30:08,Left
2024-02-25 20:30:09,Left
2024-02-25 20:30:10,Left
2024-02-25 20:30:11,Straight
2024-02-25 20:30:12,Straight
2024-02-25 20:30:13,Straight
2024-02-25 20:30:14,Straight
2024-02-25 20:30:15,Straight
2024-02-25 20:30:16,Left
2024-02-25 20:30:17,Left
2024-02-25 20:30:18,Straight
2024-02-25 20:30:19,Straight
2024-02-25 20:30:20,Straight
2024-02-25 20:30:21,Straight
2024-02-25 20:30:22,Straight
2024-02-25 20:30:23,Straight
2024-02-25 20:30:24,Straight
2024-02-25 20:30:25,Straight
2024-02-25 20:30:26,Straight
2024-02-25 20:30:27,Straight
2024-02-25 20:30:28,Straight
2024-02-25 20:30:29,Straight
2024-02-25 20:30:30,Straight
2024-02-25 20:30:31,Straight
2024-02-25 20:30:32,Left
2024-02-25 20:30:33,Straight
2024-02-25 20:30:34,Straight
2024-02-25 20:30:35,Straight
2024-02-25 20:30:36,Straight
2024-02-25 20:30:37,Straight
2024-02-25 20:30:38,Straight
2024-02-25 20:30:39,Straight
2024-02-25 20:30:40,Straight
2024-02-25 20:30:41,Straight
2024-02-25 20:30:42,Straight
2024-02-25 20:30:43,Straight
2024-02-25 20:30:44,Straight
2024-02-25 20:30:45,Left
2024-02-25 20:30:46,Left
2024-02-25 20:30:47,Straight
2024-02-25 20:30:48,Straight
2024-02-25 20:30:49,Straight
2024-02-25 20:30:50,Left
2024-02-25 20:30:51,Left
2024-02-25 20:30:52,Straight
2024-02-25 20:30:53,Straight
2024-02-25 20:30:54,Straight
2024-02-25 20:30:55,Straight
2024-02-25 20:30:56,Straight
2024-02-25 20:30:57,Straight
2024-02-25 20:30:58,Straight
2024-02-25 20:30:59,Straight
2024-02-25 20:31:00,Straight
2024-02-25 20:31:01,Straight
2024-02-25 20:31:02,Straight
2024-02-25 20:31:03,Left
2024-02-25 20:31:04,Straight
2024-02-25 20:31:05,Left
2024-02-25 20:31:06,Straight
2024-02-25 20:31:07,Left
2024-02-25 20:31:08,Left
2024-02-25 20:31:09,Straight
2024-02-25 20:31:10,Straight
2024-02-25 20:31:11,Straight
2024-02-25 20:31:12,Straight
2024-02-25 20:31:13,Straight
2024-02-25 20:31:14,Left
2024-02-25 20:31:15,Left
2024-02-25 20:31:16,Left
2024-02-25 20:31:17,Straight
2024-02-25 20:31:18,Straight
2024-02-25 20:31:19,Straight
2024-02-25 20:31:20,Straight
2024-02-25 20:31:21,Straight
2024-02-25 20:31:22,Straight
2024-02-25 20:31:23,Straight
2024-02-25 20:31:24,Straight
2024-02-25 20:31:25,Left
2024-02-25 20:31:26,Straight
2024-02-25 20:31:27,Straight
2024-02-25 20:31:28,Left
2024-02-25 20:31:29,Left
2024-02-25 20:31:30,Straight
2024-02-25 20:31:31,Straight
2024-02-25 20:31:32,Left
2024-02-25 20:31:33,Left
2024-02-25 20:31:34,Left
2024-02-25 20:31:35,Left
2024-02-25 20:31:36,Left
2024-02-25 20:31:37,Left
2024-02-25 20:31:38,Straight
2024-02-25 20:31:39,Straight
2024-02-25 20:31:40,Left
2024-02-25 20:31:41,Straight
2024-02-25 20:31:42,Straight
2024-02-25 20:31:43,Straight
2024-02-25 20:31:44,Straight
2024-02-25 20:31:45,Left
2024-02-25 20:31:46,Left
2024-02-25 20:31:47,Straight
2024-02-25 20:31:48,Left
2024-02-25 20:31:49,Straight
2024-02-25 20:31:50,Straight
2024-02-25 20:31:51,Straight
2024-02-25 20:31:52,Straight
2024-02-25 20:31:53,Straight
2024-02-25 20:31:54,Left
2024-02-25 20:31:55,Left
2024-02-25 20:31:56,Left
2024-02-25 20:31:57,Straight
2024-02-25 20:31:58,Straight
2024-02-25 20:31:59,Straight
2024-02-25 20:32:00,Straight
2024-02-25 20:32:01,Straight
2024-02-25 20:32:02,Left
2024-02-25 20:32:03,Straight
2024-02-25 20:32:04,Straight
2024-02-25 20:32:05,Left
2024-02-25 20:32:06,Left
2024-02-25 20:32:07,Straight
2024-02-25 20:32:08,Straight
2024-02-25 20:32:09,Straight
2024-02-25 20:32:10,Straight
2024-02-25 20:32:11,Straight
2024-02-25 20:32:12,Straight
2024-02-25 20:32:13,Left
2024-02-25 20:32:14,Straight
2024-02-25 20:32:15,Straight
2024-02-25 20:32:16,Straight
2024-02-25 20:32:17,Straight
2024-02-25 20:32:18,Straight
2024-02-25 20:32:19,Straight
2024-02-25 20:32:20,Left
2024-02-25 20:32:21,Straight
2024-02-25 20:32:22,Straight
2024-02-25 20:32:23,Straight
2024-02-25 20:32:24,Straight
2024-02-25 20:32:25,Straight
2024-02-25 20:32:26,Straight
2024-02-25 20:32:27,Straight
2024-02-25 20:32:28,Straight
2024-02-25 20:32:29,Straight
2024-02-25 20:32:30,Straight
2024-02-25 20:32:31,Straight
2024-02-25 20:32:32,Straight
2024-02-25 20:32:33,Left
2024-02-25 20:32:34,Straight
2024-02-25 20:32:35,Straight
2024-02-25 20:32:36,Straight
2024-02-25 20:32:37,Straight
2024-02-25 20:32:38,Straight
2024-02-25 20:32:39,Straight
2024-02-25 20:32:40,Left
2024-02-25 20:32:41,Straight
2024-02-25 20:32:42,Left
2024-02-25 20:32:43,Straight
2024-02-25 20:32:44,Straight
2024-02-25 20:32:45,Straight
2024-02-25 20:32:46,Left
2024-02-25 20:32:47,Straight
2024-02-25 20:32:48,Straight
2024-02-25 20:32:49,Straight
2024-02-25 20:32:50,Left
2024-02-25 20:32:51,Straight
2024-02-25 20:32:52,Straight
2024-02-25 20:32:53,Straight
2024-02-25 20:32:54,Straight
2024-02-25 20:32:55,Straight
2024-02-25 20:32:56,Straight
2024-02-25 20:32:57,Right
2024-02-25 20:32:58,Right
2024-02-25 20:32:59,Straight
2024-02-25 20:33:00,Left
2024-02-25 20:33:01,Left
2024-02-25 20:33:02,Left
2024-02-25 20:33:03,Straight
2024-02-25 20:33:04,Straight
2024-02-25 20:33:05,Left
2024-02-25 20:33:06,Left
2024-02-25 20:33:07,Straight
2024-02-25 20:33:08,Straight
2024-02-25 20:33:09,Straight
2024-02-25 20:33:10,Straight
2024-02-25 20:33:11,Straight
2024-02-25 20:33:12,Left
2024-02-25 20:33:13,Straight
2024-02-25 20:33:14,Left
2024-02-25 20:33:15,Left
2024-02-25 20:33:16,Straight
2024-02-25 20:33:17,Straight
2024-02-25 20:33:18,Straight
2024-02-25 20:33:19,Straight
2024-02-25 20:33:20,Straight
2024-02-25 20:33:21,Straight
2024-02-25 20:33:22,Left
2024-02-25 20:33:23,Left
2024-02-25 20:33:24,Straight
2024-02-25 20:33:25,Straight
2024-02-25 20:33:26,Straight
2024-02-25 20:33:27,Straight
2024-02-25 20:33:28,Left
2024-02-25 20:33:29,Right
2024-02-25 20:33:30,Straight
2024-02-25 20:33:31,Straight
2024-02-25 20:33:32,Straight
2024-02-25 20:33:33,Left
2024-02-25 20:33:34,Straight
2024-02-25 20:33:35,Straight
2024-02-25 20:33:36,Straight
2024-02-25 20:33:37,Left
2024-02-25 20:33:38,Left
2024-02-25 20:33:39,Left
2024-02-25 20:33:40,Straight
2024-02-25 20:33:41,Straight
2024-02-25 20:33:42,Left
2024-02-25 20:33:43,Left
2024-02-25 20:33:44,Left
2024-02-25 20:33:45,Straight
2024-02-25 20:33:46,Straight
2024-02-25 20:33:47,Straight
2024-02-25 20:33:48,Straight
2024-02-25 20:33:49,Straight
2024-02-25 20:33:50,Left
2024-02-25 20:33:51,Left
2024-02-25 20:33:52,Straight
2024-02-25 20:33:53,Right
2024-02-25 20:33:54,Left
2024-02-25 20:33:55,Left
2024-02-25 20:33:56,Left
2024-02-25 20:33:57,Left
2024-02-25 20:33:58,Left
2024-02-25 20:33:59,Straight
2024-02-25 20:34:00,Straight
2024-02-25 20:34:01,Left
2024-02-25 20:34:02,Straight
2024-02-25 20:34:03,Straight
2024-02-25 20:34:04,Left
2024-02-25 20:34:05,Left
2024-02-25 20:34:06,Left
2024-02-25 20:34:07,Left
2024-02-25 20:34:08,Left
2024-02-25 20:34:09,Straight
2024-02-25 20:34:10,Straight
2024-02-25 20:34:11,Left
2024-02-25 20:34:12,Straight
2024-02-25 20:34:13,Left
2024-02-25 20:34:14,Straight
2024-02-25 20:34:15,Straight
2024-02-25 20:34:16,Left
2024-02-25 20:34:17,Left
2024-02-25 20:34:18,Left
2024-02-25 20:34:19,Straight
2024-02-25 20:34:20,Straight
2024-02-25 20:34:21,Straight
2024-02-25 20:34:22,Straight
2024-02-25 20:34:23,Left
2024-02-25 20:34:24,Straight
2024-02-25 20:34:25,Straight
2024-02-25 20:34:26,Straight
2024-02-25 20:34:27,Straight
2024-02-25 20:34:28,Straight
2024-02-25 20:34:29,Straight
2024-02-25 20:34:30,Straight
2024-02-25 20:34:31,Straight
2024-02-25 20:34:32,Straight
2024-02-25 20:34:33,Straight
2024-02-25 20:34:34,Straight
2024-02-25 20:34:35,Straight
2024-02-25 20:34:36,Straight
2024-02-25 20:34:37,Straight
2024-02-25 20:34:38,Straight
2024-02-25 20:34:39,Left
2024-02-25 20:34:40,Straight
2024-02-25 20:34:41,Straight
2024-02-25 20:34:42,Left
2024-02-25 20:34:43,Left
2024-02-25 20:34:44,Straight
2024-02-25 20:34:45,Left
2024-02-25 20:34:46,Straight
2024-02-25 20:34:47,Straight
2024-02-25 20:34:48,Straight
2024-02-25 20:34:49,Straight
2024-02-25 20:34:50,Left
2024-02-25 20:34:51,Left
2024-02-25 20:34:52,Left
2024-02-25 20:34:53,Left
2024-02-25 20:34:54,Left
2024-02-25 20:34:55,Left
2024-02-25 20:34:56,Straight
2024-02-25 20:34:57,Straight
2024-02-25 20:34:58,Straight
2024-02-25 20:34:59,Straight
2024-02-25 20:35:00,Straight
2024-02-25 20:35:01,Straight
2024-02-25 20:35:02,Straight
2024-02-25 20:35:03,Straight
2024-02-25 20:35:04,Straight
2024-02-25 20:35:05,Straight
2024-02-25 20:35:06,Straight
2024-02-25 20:35:07,Left
2024-02-25 20:35:08,Left
2024-02-25 20:35:09,Right
2024-02-25 20:35:10,Right
2024-02-25 20:35:11,Left
2024-02-25 20:35:12,Left
2024-02-25 20:35:13,Straight
2024-02-25 20:35:14,Straight
2024-02-25 20:35:15,Straight
2024-02-25 20:35:16,Straight
2024-02-25 20:35:17,Straight
2024-02-25 20:35:18,Straight
2024-02-25 20:35:19,Straight
2024-02-25 20:35:20,Straight
2024-02-25 20:35:21,Straight
2024-02-25 20:35:22,Straight
2024-02-25 20:35:23,Straight
2024-02-25 20:35:24,Straight
2024-02-25 20:35:25,Straight
2024-02-25 20:35:26,Left
2024-02-25 20:35:27,Left
2024-02-25 20:35:28,Left
2024-02-25 20:35:29,Straight
2024-02-25 20:35:30,Straight
2024-02-25 20:35:31,Straight
2024-02-25 20:35:32,Straight
2024-02-25 20:35:33,Straight
2024-02-25 20:35:34,Straight
2024-02-25 20:35:35,Straight
2024-02-25 20:35:36,Left
2024-02-25 20:35:37,Left
2024-02-25 20:35:38,Left
2024-02-25 20:35:39,Left
2024-02-25 20:35:40,Straight
2024-02-25 20:35:41,Straight
2024-02-25 20:35:42,Left
2024-02-25 20:35:43,Left
2024-02-25 20:35:44,Left
2024-02-25 20:35:45,Left
2024-02-25 20:35:46,Straight
2024-02-25 20:35:47,Straight
2024-02-25 20:35:48,Straight
2024-02-25 20:35:49,Straight
2024-02-25 20:35:50,Left
2024-02-25 20:35:51,Straight
2024-02-25 20:35:52,Left
2024-02-25 20:35:53,Straight
2024-02-25 20:35:54,Left
2024-02-25 20:35:55,Left
2024-02-25 20:35:56,Left
2024-02-25 20:35:57,Left
2024-02-25 20:35:58,Left
2024-02-25 20:35:59,Straight
2024-02-25 20:36:00,Straight
2024-02-25 20:36:01,Straight
2024-02-25 20:36:02,Left
2024-02-25 20:36:03,Straight
2024-02-25 20:36:04,Straight
2024-02-25 20:36:05,Left
2024-02-25 20:36:06,Left
2024-02-25 20:36:07,Left
2024-02-25 20:36:08,Left
2024-02-25 20:36:09,Left
2024-02-25 20:36:10,Left
2024-02-25 20:36:11,Left
2024-02-25 20:36:12,Left
2024-02-25 20:36:13,Straight
2024-02-25 20:36:14,Left
2024-02-25 20:36:15,Straight
2024-02-25 20:36:16,Straight
2024-02-25 20:36:17,Straight
2024-02-25 20:36:18,Left
2024-02-25 20:36:19,Straight
2024-02-25 20:36:20,Straight
2024-02-25 20:36:21,Left
2024-02-25 20:36:22,Straight
2024-02-25 20:36:23,Left
2024-02-25 20:36:24,Left
2024-02-25 20:36:25,Left
2024-02-25 20:36:26,Left
2024-02-25 20:36:27,Straight
2024-02-25 20:36:28,Straight
2024-02-25 20:36:29,Straight
2024-02-25 20:36:30,Straight
2024-02-25 20:36:31,Straight
2024-02-25 20:36:32,Left
2024-02-25 20:36:33,Straight
2024-02-25 20:36:34,Left
2024-02-25 20:36:35,Straight
2024-02-25 20:36:36,Straight
2024-02-25 20:36:37,Straight
2024-02-25 20:36:38,Straight
2024-02-25 20:36:39,Straight
2024-02-25 20:36:40,Left
2024-02-25 20:36:41,Left
2024-02-25 20:36:42,Left
2024-02-25 20:36:43,Straight
2024-02-25 20:36:44,Left
2024-02-25 20:36:45,Left
2024-02-25 20:36:46,Left
2024-02-25 20:36:47,Straight
2024-02-25 20:36:48,Right
2024-02-25 20:36:49,Straight
2024-02-25 20:36:50,Left
2024-02-25 20:36:51,Left
2024-02-25 20:36:52,Left
2024-02-25 20:36:53,Straight
2024-02-25 20:36:54,Left
2024-02-25 20:36:55,Straight
2024-02-25 20:36:56,Straight
2024-02-25 20:36:57,Straight
2024-02-25 20:36:58,Straight
2024-02-25 20:36:59,Straight
2024-02-25 20:37:00,Straight
2024-02-25 20:37:01,Left
2024-02-25 20:37:02,Left
2024-02-25 20:37:03,Left
2024-02-25 20:37:04,Left
2024-02-25 20:37:05,Left
2024-02-25 20:37:06,Left
2024-02-25 20:37:07,Left
2024-02-25 20:37:08,Left
2024-02-25 20:37:09,Left
2024-02-25 20:37:10,Left
2024-02-25 20:37:11,Left
2024-02-25 20:37:12,Straight
2024-02-25 20:37:13,Straight
2024-02-25 20:37:14,Straight
2024-02-25 20:37:15,Straight
2024-02-25 20:37:16,Straight
2024-02-25 20:37:17,Straight
2024-02-25 20:37:18,Straight
2024-02-25 20:37:19,Left
2024-02-25 20:37:20,Straight
2024-02-25 20:37:21,Straight
2024-02-25 20:37:22,Straight
2024-02-25 20:37:23,Straight
2024-02-25 20:37:24,Straight
2024-02-25 20:37:25,Straight
2024-02-25 20:37:26,Straight
2024-02-25 20:37:27,Straight
2024-02-25 20:37:28,Straight
2024-02-25 20:37:29,Straight
2024-02-25 20:37:30,Straight
2024-02-25 20:37:31,Left
2024-02-25 20:37:32,Left
2024-02-25 20:37:33,Left
2024-02-25 20:37:34,Left
2024-02-25 20:37:35,Straight
2024-02-25 20:37:36,Straight
2024-02-25 20:37:37,Left
2024-02-25 20:37:38,Straight
2024-02-25 20:37:39,Left
2024-02-25 20:37:40,Straight
2024-02-25 20:37:41,Left
2024-02-25 20:37:42,Left
2024-02-25 20:37:43,Left
2024-02-25 20:37:44,Left
2024-02-25 20:37:45,Left
2024-02-25 20:37:46,Left
2024-02-25 20:37:47,Left
2024-02-25 20:37:48,Straight
2024-02-25 20:37:49,Straight
2024-02-25 20:37:50,Straight
2024-02-25 20:37:51,Straight
2024-02-25 20:37:52,Left
2024-02-25 20:37:53,Straight
2024-02-25 20:37:54,Left
2024-02-25 20:37:55,Left
2024-02-25 20:37:56,Left
2024-02-25 20:37:57,Left
2024-02-25 20:37:58,Straight
2024-02-25 20:37:59,Straight
2024-02-25 20:38:00,Straight
2024-02-25 20:38:01,Left
2024-02-25 20:38:02,Straight
2024-02-25 20:38:03,Straight
2024-02-25 20:38:04,Left
2024-02-25 20:38:05,Straight
2024-02-25 20:38:06,Straight
2024-02-25 20:38:07,Straight
2024-02-25 20:38:08,Straight
2024-02-25 20:38:09,Straight
2024-02-25 20:38:10,Straight
2024-02-25 20:38:11,Left
2024-02-25 20:38:12,Left
2024-02-25 20:38:13,Straight
2024-02-25 20:38:14,Straight
2024-02-25 20:38:15,Straight
2024-02-25 20:38:16,Straight
2024-02-25 20:38:17,Left
2024-02-25 20:38:18,Left
2024-02-25 20:38:19,Left
2024-02-25 20:38:20,Straight
2024-02-25 20:38:21,Straight
2024-02-25 20:38:22,Left
2024-02-25 20:38:23,Straight
2024-02-25 20:38:24,Left
2024-02-25 20:38:25,Left
2024-02-25 20:38:26,Left
2024-02-25 20:38:27,Straight
2024-02-25 20:38:28,Left
2024-02-25 20:38:29,Left
2024-02-25 20:38:30,Left
2024-02-25 20:38:31,Left
2024-02-25 20:38:32,Straight
2024-02-25 20:38:33,Left
2024-02-25 20:38:34,Left
2024-02-25 20:38:35,Straight
2024-02-25 20:38:36,Straight
2024-02-25 20:38:37,Straight
2024-02-25 20:38:38,Straight
2024-02-25 20:38:39,Left
2024-02-25 20:38:40,Left
2024-02-25 20:38:41,Straight
2024-02-25 20:38:42,Straight
2024-02-25 20:38:43,Straight
2024-02-25 20:38:44,Straight
2024-02-25 20:38:45,Straight
2024-02-25 20:38:46,Straight
2024-02-25 20:38:47,Left
2024-02-25 20:38:48,Left
2024-02-25 20:38:49,Straight
2024-02-25 20:38:50,Left
2024-02-25 20:38:51,Straight
2024-02-25 20:38:52,Left
2024-02-25 20:38:53,Left
2024-02-25 20:38:54,Straight
2024-02-25 20:38:55,Left
2024-02-25 20:38:56,Left
2024-02-25 20:38:57,Left
2024-02-25 20:38:58,Left
2024-02-25 20:38:59,Straight
2024-02-25 20:39:00,Straight
2024-02-25 20:39:01,Left
2024-02-25 20:39:02,Left
2024-02-25 20:39:03,Straight
2024-02-25 20:39:04,Left
2024-02-25 20:39:05,Left
2024-02-25 20:39:06,Straight
2024-02-25 20:39:07,Left
2024-02-25 20:39:08,Straight
2024-02-25 20:39:09,Straight
2024-02-25 20:39:10,Straight
2024-02-25 20:39:11,Straight
2024-02-25 20:39:12,Straight
2024-02-25 20:39:13,Straight
2024-02-25 20:39:14,Straight
2024-02-25 20:39:15,Straight
2024-02-25 20:39:16,Straight
2024-02-25 20:39:17,Straight
2024-02-25 20:39:18,Left
2024-02-25 20:39:19,Left
2024-02-25 20:39:20,Left
2024-02-25 20:39:21,Left
2024-02-25 20:39:22,Left
2024-02-25 20:39:23,Straight
2024-02-25 20:39:24,Left
2024-02-25 20:39:25,Left
2024-02-25 20:39:26,Left
2024-02-25 20:39:27,Straight
2024-02-25 20:39:28,Straight
2024-02-25 20:39:29,Left
2024-02-25 20:39:30,Left
2024-02-25 20:39:31,Left
2024-02-25 20:39:32,Left
2024-02-25 20:39:33,Straight
2024-02-25 20:39:34,Straight
2024-02-25 20:39:35,Straight
2024-02-25 20:39:36,Straight
2024-02-25 20:39:37,Straight
2024-02-25 20:39:38,Straight
2024-02-25 20:39:39,Straight
2024-02-25 20:39:40,Straight
2024-02-25 20:39:41,Straight
2024-02-25 20:39:42,Straight
2024-02-25 20:39:43,Straight
2024-02-25 20:39:44,Straight
2024-02-25 20:39:45,Straight
2024-02-25 20:39:46,Left
2024-02-25 20:39:47,Straight
2024-02-25 20:39:48,Straight
2024-02-25 20:39:49,Left
2024-02-25 20:39:50,Straight
2024-02-25 20:39:51,Straight
2024-02-25 20:39:52,Straight
2024-02-25 20:39:53,Straight
2024-02-25 20:39:54,Left
2024-02-25 20:39:55,Straight
2024-02-25 20:39:56,Straight
2024-02-25 20:39:57,Straight
2024-02-25 20:39:58,Straight
2024-02-25 20:39:59,Right
2024-02-25 20:40:00,Straight
2024-02-25 20:40:01,Straight
2024-02-25 20:40:02,Straight
2024-02-25 20:40:03,Straight
2024-02-25 20:40:04,Straight
2024-02-25 20:40:05,Straight
2024-02-25 20:40:06,Straight
2024-02-25 20:40:07,Straight
2024-02-25 20:40:08,Straight
2024-02-25 20:40:09,Straight
2024-02-25 20:40:10,Straight
2024-02-25 20:40:11,Straight
2024-02-25 20:40:12,Straight
2024-02-25 20:40:13,Left
2024-02-25 20:40:14,Straight
2024-02-25 20:40:15,Straight
2024-02-25 20:40:16,Straight
2024-02-25 20:40:17,Straight
2024-02-25 20:40:18,Straight
2024-02-25 20:40:19,Straight
2024-02-25 20:40:20,Straight
2024-02-25 20:40:21,Left
2024-02-25 20:40:22,Straight
2024-02-25 20:40:23,Straight
2024-02-25 20:40:24,Straight
2024-02-25 20:40:25,Straight
2024-02-25 20:40:26,Straight
2024-02-25 20:40:27,Straight
2024-02-25 20:40:28,Straight
2024-02-25 20:40:29,Straight
2024-02-25 20:40:30,Left
2024-02-25 20:40:31,Straight
2024-02-25 20:40:32,Straight
2024-02-25 20:40:33,Straight
2024-02-25 20:40:34,Straight
2024-02-25 20:40:35,Straight
2024-02-25 20:40:36,Left
2024-02-25 20:40:37,Straight
2024-02-25 20:40:38,Straight
2024-02-25 20:40:39,Left
2024-02-25 20:40:40,Left
2024-02-25 20:40:41,Left
2024-02-25 20:40:42,Left
2024-02-25 20:40:43,Left
2024-02-25 20:40:44,Left
2024-02-25 20:40:45,Left
2024-02-25 20:40:46,Straight
2024-02-25 20:40:47,Left
2024-02-25 20:40:48,Straight
2024-02-25 20:40:49,Straight
2024-02-25 20:40:50,Straight
2024-02-25 20:40:51,Straight
2024-02-25 20:40:52,Straight
2024-02-25 20:40:53,Straight
2024-02-25 20:40:54,Straight
2024-02-25 20:40:55,Straight
2024-02-25 20:40:56,Straight
2024-02-25 20:40:57,Left
2024-02-25 20:40:58,Left
2024-02-25 20:40:59,Left
2024-02-25 20:41:00,Left
2024-02-25 20:41:01,Down
2024-02-25 20:41:02,Down
2024-02-25 20:41:36,Straight
2024-02-25 20:41:37,Straight
2024-02-25 20:41:38,Straight
2024-02-25 20:41:39,Straight
2024-02-25 20:41:40,Straight
2024-02-25 20:41:41,Left
2024-02-25 20:41:42,Left
2024-02-25 20:41:43,Left
2024-02-25 20:41:44,Left
2024-02-25 20:41:45,Left
2024-02-25 20:41:46,Left
2024-02-25 20:41:47,Left
2024-02-25 20:41:48,Left
2024-02-25 20:41:49,Right
2024-02-25 20:41:50,Right
2024-02-25 20:41:51,Right
2024-02-25 20:41:52,Left
2024-02-25 20:41:53,Left
2024-02-25 20:41:54,Left
2024-02-25 20:41:55,Left
2024-02-25 20:41:56,Left
2024-02-25 20:41:57,Left
2024-02-25 20:41:58,Left
2024-02-25 20:41:59,Left
2024-02-25 20:42:00,Left
2024-02-25 20:42:01,Straight
2024-02-25 20:42:02,Straight
2024-02-25 20:42:03,Straight
2024-02-25 20:42:04,Straight
2024-02-25 20:42:05,Left
2024-02-25 20:42:06,Left
2024-02-25 20:42:07,Straight
2024-02-25 20:42:08,Straight
2024-02-25 20:42:09,Straight
2024-02-25 20:42:10,Left
2024-02-25 20:42:11,Left
2024-02-25 20:42:12,Straight
2024-02-25 20:42:13,Straight
2024-02-25 20:42:14,Left
2024-02-25 20:42:15,Left
2024-02-25 20:42:16,Left
2024-02-25 20:42:17,Left
2024-02-25 20:42:18,Straight
2024-02-25 20:42:19,Left
2024-02-25 20:42:20,Right
2024-02-25 20:42:21,Right
2024-02-25 20:42:22,Left
2024-02-25 20:42:23,Right
2024-02-25 20:42:24,Right
2024-02-25 20:42:25,Left
2024-02-25 20:42:26,Right
2024-02-25 20:42:27,Left
2024-02-25 20:42:28,Right
2024-02-25 20:42:29,Right
2024-02-25 20:42:30,Left
2024-02-25 20:42:31,Left
2024-02-25 20:42:32,Right
2024-02-25 20:42:33,Left
2024-02-25 20:42:34,Straight
2024-02-25 20:42:35,Straight
2024-02-25 20:42:36,Straight
2024-02-25 20:42:37,Straight
2024-02-25 20:42:38,Straight
2024-02-25 20:42:39,Straight
2024-02-25 20:42:40,Straight
2024-02-25 20:42:41,Straight
2024-02-25 20:42:42,Straight
2024-02-25 20:42:43,Straight
2024-02-25 20:42:44,Straight
2024-02-25 20:42:45,Straight
2024-02-25 20:42:46,Straight
2024-02-25 20:42:47,Straight
2024-02-25 20:42:48,Straight
